,train_loss,test_loss,train_signal_noise_ratio,test_signal_noise_ratio,train_scale_invariant_signal_noise_ratio,test_scale_invariant_signal_noise_ratio
0,5.462731711069742,4.592180013656616,-2.2841126465797426,-0.4027844786643982,-30.102026233673097,-25.744528818130494
1,4.336067803700765,3.0564751625061035,-0.8824665802717209,-0.21315447986125946,-20.96665982246399,-15.288298845291138
2,2.949116055170695,1.8130818605422974,-0.3676191355288029,0.30981061458587644,-15.884803636074066,-11.25075798034668
3,2.00525985956192,0.9090116620063782,-0.6084498105943204,-0.1314745783805847,-12.767871077060699,-8.414382016658783
